Date,Location ,Suspected Cases,Nr. Of New Cases ,Total Confirmed Cases,Source ,Deaths,Recovered,Long,Lat,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-20,Kano,2,0,0,https://ncdc.gov.ng/themes/common/files/sitreps/c596d7ff619e86a5e2bb42a4b726c040.pdf,0,0,12.00,8.51,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-20,Katsina,2,0,0,https://ncdc.gov.ng/themes/common/files/sitreps/c596d7ff619e86a5e2bb42a4b726c040.pdf,0,0,12.99,7.60,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-20,Lagos,76,13,22,https://ncdc.gov.ng/themes/common/files/sitreps/c596d7ff619e86a5e2bb42a4b726c040.pdf,0,0,11.49,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-20,Nassarawa,5,0,0,https://ncdc.gov.ng/themes/common/files/sitreps/c596d7ff619e86a5e2bb42a4b726c040.pdf,0,0,3.33,6.58,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-20,Ogun ,4,0,2,https://ncdc.gov.ng/themes/common/files/sitreps/c596d7ff619e86a5e2bb42a4b726c040.pdf,0,2,8.52,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-20,Ondo,1,0,0,https://ncdc.gov.ng/themes/common/files/sitreps/c596d7ff619e86a5e2bb42a4b726c040.pdf,0,0,3.33,7.15,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-20,Oyo,1,1,1,https://ncdc.gov.ng/themes/common/files/sitreps/c596d7ff619e86a5e2bb42a4b726c040.pdf,0,0,5.20,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-20,Plateau,1,0,0,https://ncdc.gov.ng/themes/common/files/sitreps/c596d7ff619e86a5e2bb42a4b726c040.pdf,0,0,8.90,9.92,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-20,Rivers,6,0,0,https://ncdc.gov.ng/themes/common/files/sitreps/c596d7ff619e86a5e2bb42a4b726c040.pdf,0,0,7.00,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-20,Yobe,1,0,0,https://ncdc.gov.ng/themes/common/files/sitreps/c596d7ff619e86a5e2bb42a4b726c040.pdf,0,0,11.95,11.73,,,,,,,,,,,,,,,,,,,,,,,,,,
